BK	CH	VS	OL_REF	LANG	TOKEN_NO	TOKEN	CANON_TOKEN	ATOM_VALUE	ATOM_TYPE	STATUS	REASON	SEED_LEXEME_OCCURRENCES	OL_TEXT	COVERAGE_CLASS	SEMANTIC_VALUE	AUDIT_REASON
NUM	31	27	NUM 31:27	HEB	1	וְחָצִ֙יתָ֙	וְחָצִיתָ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְחָצִ֙יתָ֙ אֶת־הַמַּלְק֔וֹחַ בֵּ֚ין תֹּפְשֵׂ֣י הַמִּלְחָמָ֔ה הַיֹּצְאִ֖ים לַצָּבָ֑א וּבֵ֖ין כָּל־הָעֵדָֽה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
NUM	31	29	NUM 31:29	HEB	1	מִמַּֽחֲצִיתָ֖ם	מִמַּחֲצִיתָם	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	מִמַּֽחֲצִיתָ֖ם תִּקָּ֑חוּ וְנָתַתָּ֛ה לְאֶלְעָזָ֥ר הַכֹּהֵ֖ן תְּרוּמַ֥ת יְהוָֽה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
OBA	1	11	OBA 1:11	HEB	18	כְּאַחַ֥ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	בְּיוֹם֙ עֲמָֽדְךָ֣ מִנֶּ֔גֶד בְּי֛וֹם שְׁב֥וֹת זָרִ֖ים חֵיל֑וֹ וְנָכְרִ֞ים בָּ֣אוּ *שַׁעֲרוֹ **שְׁעָרָ֗יו וְעַל־יְרוּשָׁלַ͏ִ֙ם֙ יַדּ֣וּ גוֹרָ֔ל גַּם־אַתָּ֖ה כְּאַחַ֥ד מֵהֶֽם׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
PHP	2	2	PHP 2:2	GRK	15	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	πληρώσατέ μου τὴν χαρὰν ἵνα τὸ αὐτὸ φρονῆτε, τὴν αὐτὴν ἀγάπην ἔχοντες, σύμψυχοι, τὸ ἓν φρονοῦντες,	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
PHP	3	13	PHP 3:13	GRK	7	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	ἀδελφοί, ἐγὼ ἐμαυτὸν οὐ λογίζομαι κατειληφέναι· ἓν δέ, τὰ μὲν ὀπίσω ἐπιλανθανόμενος τοῖς δὲ ἔμπροσθεν ἐπεκτεινόμενος,	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
PRO	3	10	PRO 3:10	HEB	3	שָׂבָ֑ע	שָׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וְיִמָּלְא֣וּ אֲסָמֶ֣יךָ שָׂבָ֑ע וְ֝תִיר֗וֹשׁ יְקָבֶ֥יךָ יִפְרֹֽצוּ׃ פ	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PRO	6	16	PRO 6:16	HEB	1	שֶׁשׁ	שֶׁשׁ	6	cardinal	NOVEL_NUMERIC_CANDIDATE		0	שֶׁשׁ־הֵ֭נָּה שָׂנֵ֣א יְהוָ֑ה וְ֝שֶׁ֗בַע *תּוֹעֲבוֹת **תּוֹעֲבַ֥ת נַפְשֽׁוֹ׃	NUMERIC	6	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
PRO	10	26	PRO 10:26	HEB	2	לַשִּׁנַּ֗יִם	לַשִּׁנַּיִם	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	כַּחֹ֤מֶץ_׀ לַשִּׁנַּ֗יִם וְכֶעָשָׁ֥ן לָעֵינָ֑יִם כֵּ֥ן הֶ֝עָצֵ֗ל לְשֹׁלְחָֽיו׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PRO	27	7	PRO 27:7	HEB	2	שְׂ֭בֵעָה	שְׂבֵעָה	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	נֶ֣פֶשׁ שְׂ֭בֵעָה תָּב֣וּס נֹ֑פֶת וְנֶ֥פֶשׁ רְ֝עֵבָ֗ה כָּל־מַ֥ר מָתֽוֹק׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	3	8	PSA 3:8	HEB	11	שִׁנֵּ֖י	שִׁנֵּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	ק֘וּמָ֤ה יְהוָ֨ה_׀ הוֹשִׁ֘יעֵ֤נִי אֱלֹהַ֗י כִּֽי־הִכִּ֣יתָ אֶת־כָּל־אֹיְבַ֣י לֶ֑חִי שִׁנֵּ֖י רְשָׁעִ֣ים שִׁבַּֽרְתָּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	6	1	PSA 6:1	HEB	4	הַשְּׁמִינִ֗ית	הַשְּׁמִינִית	8	ordinal	NOVEL_NUMERIC_CANDIDATE		0	לַמְנַצֵּ֣חַ בִּ֭נְגִינוֹת עַֽל־הַשְּׁמִינִ֗ית מִזְמ֥וֹר לְדָוִֽד׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	7	14	PSA 7:14	HEB	5	חִ֝צָּ֗יו	חִצָּיו	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְ֭לוֹ הֵכִ֣ין כְּלֵי־מָ֑וֶת חִ֝צָּ֗יו לְֽדֹלְקִ֥ים יִפְעָֽל׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	12	1	PSA 12:1	HEB	3	הַשְּׁמִינִ֗ית	הַשְּׁמִינִית	8	ordinal	NOVEL_NUMERIC_CANDIDATE		0	לַמְנַצֵּ֥חַ עַֽל־הַשְּׁמִינִ֗ית מִזְמ֥וֹר לְדָוִֽד׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	18	15	PSA 18:15	HEB	2	חִ֭צָּיו	חִצָּיו	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וַיִּשְׁלַ֣ח חִ֭צָּיו וַיְפִיצֵ֑ם וּבְרָקִ֥ים רָ֝ב וַיְהֻמֵּֽם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	51	2	PSA 51:2	HEB	9	שָֽׁבַע׃	שָׁבַע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	בְּֽבוֹא־אֵ֭לָיו נָתָ֣ן הַנָּבִ֑יא כַּֽאֲשֶׁר־בָּ֝֗א אֶל־בַּת־שָֽׁבַע׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	58	8	PSA 58:8	HEB	8	חִ֝צָּ֗יו	חִצָּיו	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	יִמָּאֲס֣וּ כְמוֹ־מַ֭יִם יִתְהַלְּכוּ־לָ֑מוֹ יִדְרֹ֥ךְ *חִצּוֹ **חִ֝צָּ֗יו כְּמ֣וֹ יִתְמֹלָֽלוּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	69	20	PSA 69:20	HEB	4	וּ֭בָשְׁתִּי	וּבָשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	אַתָּ֤ה יָדַ֗עְתָּ חֶרְפָּתִ֣י וּ֭בָשְׁתִּי וּכְלִמָּתִ֑י נֶ֝גְדְּךָ֗ כָּל־צוֹרְרָֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
PSA	101	5	PSA 101:5	HEB	1	מְלוֹשְׁנִי	מְלוֹשְׁנִי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	*מְלוֹשְׁנִי **מְלָשְׁנִ֬י בַסֵּ֨תֶר_׀ רֵעֵהוּ֮ אוֹת֪וֹ אַ֫צְמִ֥ית גְּֽבַהּ־עֵ֭ינַיִם וּרְחַ֣ב לֵבָ֑ב אֹ֝ת֗וֹ לֹ֣א אוּכָֽל׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
REV	4	8	REV 4:8	GRK	5	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	καὶ τὰ τέσσαρα ζῷα, ἓν καθ’ ἓν αὐτῶν ἔχων ἀνὰ πτέρυγας ἕξ, κυκλόθεν καὶ ἔσωθεν γέμουσιν ὀφθαλμῶν, καὶ ἀνάπαυσιν οὐκ ἔχουσιν ἡμέρας καὶ νυκτὸς λέγοντες, Ἅγιος ἅγιος ἅγιος κύριος ὁ θεὸς ὁ παντοκράτωρ, ὁ ἦν καὶ ὁ ὢν καὶ ὁ ἐρχόμενος.	NUMERIC	1	Distributive one-by-one expression; genuine numeric semantics retained even where NIV lexicalizes it as “each”.
REV	4	8	REV 4:8	GRK	7	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	καὶ τὰ τέσσαρα ζῷα, ἓν καθ’ ἓν αὐτῶν ἔχων ἀνὰ πτέρυγας ἕξ, κυκλόθεν καὶ ἔσωθεν γέμουσιν ὀφθαλμῶν, καὶ ἀνάπαυσιν οὐκ ἔχουσιν ἡμέρας καὶ νυκτὸς λέγοντες, Ἅγιος ἅγιος ἅγιος κύριος ὁ θεὸς ὁ παντοκράτωρ, ὁ ἦν καὶ ὁ ὢν καὶ ὁ ἐρχόμενος.	NUMERIC	1	Distributive one-by-one expression; genuine numeric semantics retained even where NIV lexicalizes it as “each”.
REV	14	20	REV 14:20	GRK	21	χιλίων	χιλίων	1000	scale1000	NOVEL_NUMERIC_CANDIDATE		0	καὶ ἐπατήθη ἡ ληνὸς ἔξωθεν τῆς πόλεως καὶ ἐξῆλθεν αἷμα ἐκ τῆς ληνοῦ ἄχρι τῶν χαλινῶν τῶν ἵππων ἀπὸ σταδίων χιλίων ἑξακοσίων.	NUMERIC	1000	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
REV	15	7	REV 15:7	GRK	2	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	καὶ ἓν ἐκ τῶν τεσσάρων ζῴων ἔδωκεν τοῖς ἑπτὰ ἀγγέλοις ἑπτὰ φιάλας χρυσᾶς γεμούσας τοῦ θυμοῦ τοῦ θεοῦ τοῦ ζῶντος εἰς τοὺς αἰῶνας τῶν αἰώνων.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ROM	12	5	ROM 12:5	GRK	4	ἓν	ἓν	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	οὕτως οἱ πολλοὶ ἓν σῶμά ἐσμεν ἐν Χριστῷ, τὸ δὲ καθ’ εἷς ἀλλήλων μέλη.	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
RUT	1	5	RUT 1:5	HEB	8	מִשְּׁנֵ֥י	מִשְּׁנֵי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיָּמ֥וּתוּ גַם־שְׁנֵיהֶ֖ם מַחְל֣וֹן וְכִלְי֑וֹן וַתִּשָּׁאֵר֙ הָֽאִשָּׁ֔ה מִשְּׁנֵ֥י יְלָדֶ֖יהָ וּמֵאִישָֽׁהּ׃	NUMERIC	2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
RUT	2	18	RUT 2:18	HEB	15	מִשָּׂבְעָֽהּ׃	מִשָּׂבְעָהּ	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַתִּשָּׂא֙ וַתָּב֣וֹא הָעִ֔יר וַתֵּ֥רֶא חֲמוֹתָ֖הּ אֵ֣ת אֲשֶׁר־לִקֵּ֑טָה וַתּוֹצֵא֙ וַתִּתֶּן־לָ֔הּ אֵ֥ת אֲשֶׁר־הוֹתִ֖רָה מִשָּׂבְעָֽהּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ZEC	3	9	ZEC 3:9	HEB	19	וּמַשְׁתִּ֛י	וּמַשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	כִּ֣י_׀ הִנֵּ֣ה הָאֶ֗בֶן אֲשֶׁ֤ר נָתַ֙תִּי֙ לִפְנֵ֣י יְהוֹשֻׁ֔עַ עַל־אֶ֥בֶן אַחַ֖ת שִׁבְעָ֣ה עֵינָ֑יִם הִנְנִ֧י מְפַתֵּ֣חַ פִּתֻּחָ֗הּ נְאֻם֙ יְהוָ֣ה צְבָא֔וֹת וּמַשְׁתִּ֛י אֶת־עֲוֺ֥ן הָאָֽרֶץ־הַהִ֖יא בְּי֥וֹם אֶחָֽד׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ZEC	4	11	ZEC 4:11	HEB	5	שְּׁנֵ֤י	שְּׁנֵי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וָאַ֖עַן וָאֹמַ֣ר אֵלָ֑יו מַה־שְּׁנֵ֤י הַזֵּיתִים֙ הָאֵ֔לֶה עַל־יְמִ֥ין הַמְּנוֹרָ֖ה וְעַל־שְׂמֹאולָֽהּ׃	NUMERIC	2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ZEC	7	6	ZEC 7:6	HEB	9	הַשֹּׁתִֽים׃	הַשֹּׁתִים	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וְכִ֥י תֹאכְל֖וּ וְכִ֣י תִשְׁתּ֑וּ הֲל֤וֹא אַתֶּם֙ הָאֹ֣כְלִ֔ים וְאַתֶּ֖ם הַשֹּׁתִֽים׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ZEC	14	4	ZEC 14:4	HEB	16	מֵֽחֶצְיוֹ֙	מֵחֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְעָמְד֣וּ רַגְלָ֣יו בַּיּוֹם־הַ֠הוּא עַל־הַ֨ר הַזֵּתִ֜ים אֲשֶׁ֨ר עַל־פְּנֵ֥י יְרוּשָׁלַ͏ִם֮ מִקֶּדֶם֒ וְנִבְקַע֩ הַ֨ר הַזֵּיתִ֤ים מֵֽחֶצְיוֹ֙ מִזְרָ֣חָה וָיָ֔מָּה גֵּ֖יא גְּדוֹלָ֣ה מְאֹ֑ד וּמָ֨שׁ חֲצִ֥י הָהָ֛ר צָפ֖וֹנָה וְחֶצְיוֹ־נֶֽגְבָּה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Here means from its middle/halfway point, not an independently quantified half.
ZEC	14	4	ZEC 14:4	HEB	26	וְחֶצְיוֹ	וְחֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְעָמְד֣וּ רַגְלָ֣יו בַּיּוֹם־הַ֠הוּא עַל־הַ֨ר הַזֵּתִ֜ים אֲשֶׁ֨ר עַל־פְּנֵ֥י יְרוּשָׁלַ͏ִם֮ מִקֶּדֶם֒ וְנִבְקַע֩ הַ֨ר הַזֵּיתִ֤ים מֵֽחֶצְיוֹ֙ מִזְרָ֣חָה וָיָ֔מָּה גֵּ֖יא גְּדוֹלָ֣ה מְאֹ֑ד וּמָ֨שׁ חֲצִ֥י הָהָ֛ר צָפ֖וֹנָה וְחֶצְיוֹ־נֶֽגְבָּה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ZEC	14	8	ZEC 14:8	HEB	8	חֶצְיָ֗ם	חֶצְיָם	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְהָיָ֣ה_׀ בַּיּ֣וֹם הַה֗וּא יֵצְא֤וּ מַֽיִם־חַיִּים֙ מִיר֣וּשָׁלַ͏ִ֔ם חֶצְיָ֗ם אֶל־הַיָּם֙ הַקַּדְמוֹנִ֔י וְחֶצְיָ֖ם אֶל־הַיָּ֣ם הָאַחֲר֑וֹן בַּקַּ֥יִץ וּבָחֹ֖רֶף יִֽהְיֶֽה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ZEC	14	8	ZEC 14:8	HEB	12	וְחֶצְיָ֖ם	וְחֶצְיָם	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְהָיָ֣ה_׀ בַּיּ֣וֹם הַה֗וּא יֵצְא֤וּ מַֽיִם־חַיִּים֙ מִיר֣וּשָׁלַ͏ִ֔ם חֶצְיָ֗ם אֶל־הַיָּם֙ הַקַּדְמוֹנִ֔י וְחֶצְיָ֖ם אֶל־הַיָּ֣ם הָאַחֲר֑וֹן בַּקַּ֥יִץ וּבָחֹ֖רֶף יִֽהְיֶֽה׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
